"main","Starting","2015-07-24 13:01:26"
"main","Starting main thread","2015-07-24 13:01:26"
"main","joining","2015-07-24 13:01:31"
"reporttimer","out","2015-07-24 13:01:31"
"main","completed","2015-07-24 13:01:31"
"main","Starting","2015-07-24 13:17:35"
"main","Starting main thread","2015-07-24 13:17:35"
"main","joining","2015-07-24 13:17:51"
"reporttimer","out","2015-07-24 13:17:51"
"main","completed","2015-07-24 13:17:51"
